INTERSECTION,CAMERA ID,ADDRESS,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HAMLIN AND LAKE,1881,300 N HAMLIN AVENUE,7/28/2014,11,1150970.027,1901381.688,41.88528264,-87.72106954,"(41.88528263580913, -87.72106953854511)"
OGDEN AND KOSTNER,2222,2348 S KOSTNER AVENUE,8/9/2014,8,1147394.548,1887795.178,41.84806885,-87.73454746,"(41.8480688449598, -87.73454745748458)"
ASHLAND AND 87TH,2454,1600 W 87TH ST,7/10/2014,14,1167171.941,1847064.855,41.73589862,-87.66312878,"(41.735898617066006, -87.66312878090133)"
55TH AND WESTERN,2212,5500 S WESTERN AVE,8/7/2014,9,1161269.521,1867963.112,41.79337055,-87.68417538,"(41.79337055433029, -87.6841753767592)"
KEDZIE AND ARMITAGE,1832,2000 N KEDZIE AVENUE,8/27/2014,6,1154684.032,1913129.496,41.91744617,-87.70711607,"(41.91744617191702, -87.70711607187832)"
PULASKI AND CHICAGO,1983,4000 W CHICAGO AVENUE,8/24/2014,10,1149561.856,1905086.596,41.89547675,-87.72614436,"(41.89547675163723, -87.72614435991626)"
ASHLAND AND 47TH,2191,4700 S ASHLAND AVENUE,8/13/2014,4,1166423.624,1873520.235,41.8085116,-87.66511729,"(41.8085115972472, -87.66511729173287)"
MILWAUKEE AND MONTROSE,1362,4400 N MILWAUKEE AVEN,10/13/2014,1,1141643.943,1928770.256,41.96061723,-87.75463824,"(41.9606172296957, -87.75463824007085)"
HALSTED AND 83RD,2641,8300 S HALSTED STREET,9/22/2014,3,1172378.203,1849790.2,41.74326449,-87.64397498,"(41.743264490643654, -87.64397498015705)"
ASHLAND AND 47TH,2191,4700 S ASHLAND AVENUE,9/5/2014,1,1166423.624,1873520.235,41.8085116,-87.66511729,"(41.8085115972472, -87.66511729173287)"
75TH AND STATE,2624,1 E 75TH STREET,7/14/2014,8,1177601.726,1855229.487,41.75807411,-87.62467166,"(41.75807411097799, -87.62467165835182)"
111TH AND HALSTED,2422,11100 S HALSTED ST,10/11/2014,4,1172923.658,1831209.044,41.69226312,-87.64252269,"(41.692263123425136, -87.6425226876268)"
ASHLAND AND MADISON,1914,1600 W MADISON,7/6/2014,2,1165723.015,1900136.515,41.88156417,-87.66692946,"(41.8815641670199, -87.66692946294842)"
WESTERN AND DEVON,1211,6400 N WESTERN AVENUE,7/23/2014,3,1159113.586,1942451.622,41.99781781,-87.69003304,"(41.997817807026, -87.69003303469276)"
ROOSEVELT AND KOSTNER,2323,4400 W ROOSEVELT,7/10/2014,5,1147200.963,1894379.538,41.86614087,-87.73508956,"(41.866140867641654, -87.73508956008207)"
55TH and PULASKI,2244,4000 W 55TH ST,9/9/2014,4,1150621.677,1867864.275,41.79331333,-87.72322304,"(41.79331333358753, -87.72322303812588)"
FOSTER AND BROADWAY,1111,5200 N BROADWAY ST,7/28/2014,6,1167334.509,1934714.008,41.97641214,-87.66001508,"(41.97641214294823, -87.66001508205365)"
MILWAUKEE AND MONTROSE,1362,4400 N MILWAUKEE AVEN,8/31/2014,1,1141643.943,1928770.256,41.96061723,-87.75463824,"(41.9606172296957, -87.75463824007085)"
HARLEM AND NORTHWEST HWY,1081,6400 N HARLEM AVE,10/14/2014,3,1127335.212,1941943.443,41.99701892,-87.80694772,"(41.99701891845275, -87.8069477154956)"
HALSTED AND NORTH,1764,800 W NORTH AVENUE,10/3/2014,1,1170700.684,1910913.191,41.91102851,-87.64833581,"(41.91102850981186, -87.64833580602037)"
VINCENNES AND 111TH,2531,11100 S VINCENNES AVE,7/5/2014,6,1167202.128,1831126.639,41.692161,-87.66347247,"(41.69216099874656, -87.66347246868617)"
ELSTON AND ADDISON,1403,3216 W ADDISON ST,9/26/2014,6,1154199.73,1923799.345,41.94673476,-87.70860977,"(41.946734754927796, -87.7086097735515)"
WESTERN AND 79TH,2481,7900 S WESTERN AVE,7/1/2014,3,1161711.516,1852181.686,41.75005493,-87.6829922,"(41.750054933649984, -87.68299220290213)"
CICERO AND ADDISON,1612,3600 N CICERO AVENUE,10/2/2014,1,1143698.905,1923517.006,41.94616352,-87.74721517,"(41.94616352362556, -87.74721516897007)"
55TH AND WESTERN,2212,5500 S WESTERN AVE,9/4/2014,11,1161269.521,1867963.112,41.79337055,-87.68417538,"(41.79337055433029, -87.6841753767592)"
JEFFERY AND 95TH,2522,9500 S JEFFERY AVE,7/1/2014,1,1191132.421,1842335.736,41.72237591,-87.5754999,"(41.72237590704101, -87.57549990332795)"
CICERO AND 47TH,2204,4800 W 47TH ST,8/25/2014,12,1145130.049,1873078.442,41.80772702,-87.74322937,"(41.80772701677172, -87.74322936566276)"
CICERO AND I55,2251,4200 S CICERO AVENUE,7/14/2014,42,1145023.743,1876358.277,41.81672939,-87.74353671,"(41.81672938674739, -87.74353671247594)"
WESTERN AND 79TH,2484,2400 W 79TH ST,7/8/2014,2,1161758.681,1852242.256,41.75022017,-87.68281769,"(41.75022016799851, -87.68281769253687)"
CENTRAL AND IRVING PARK,1183,5600 W IRVING PARK ROAD,9/2/2014,3,1138281.535,1926078.648,41.95329285,-87.76706571,"(41.953292847298, -87.76706570775266)"
CENTRAL AND DIVERSEY,1644,5600 W DIVERSEY AVENUE,9/25/2014,3,1138539.759,1918097.097,41.93138598,-87.76631053,"(41.93138597683265, -87.76631053155157)"
STONEY ISLAND AND 76TH,2631,7600 S STONY ISLAND A,7/15/2014,10,1188092.796,1854889.354,41.75689717,-87.58623429,"(41.75689717260223, -87.58623428506996)"
PULASKI AND 63RD,2342,6300 S PULASKI RD,8/10/2014,15,1150746.003,1862516.748,41.77863647,-87.72290636,"(41.77863646878099, -87.72290635568541)"
79TH AND HALSTED,2541,7900 S HALSTED STREET,8/26/2014,2,1172298.707,1852444.345,41.75054956,-87.64418837,"(41.750549559438944, -87.64418836784098)"
KEDZIE AND 31ST,2134,3200 W 31ST STREET,9/19/2014,6,1155487.128,1883943.061,41.8373395,-87.70495056,"(41.83733950029648, -87.70495055800411)"
CICERO AND CHICAGO,1783,4800 W CHICAGO AVENUE,9/20/2014,3,1144175.291,1904916.255,41.89511222,-87.74593243,"(41.89511221857764, -87.74593242701515)"
IRVING PARK AND NARRAGANSETT,1024,6400 W IRVING PK,7/16/2014,3,1132945.939,1925946.305,41.95302475,-87.78668324,"(41.95302475075328, -87.78668323766634)"
PERSHING AND WESTERN,2112,3900 S WESTERN BLVD,7/31/2014,6,1161130.992,1878746.226,41.82296363,-87.68438479,"(41.82296362788048, -87.68438478541296)"
MADISON AND WESTERN,1931,1 S WESTERN AVE,8/6/2014,3,1160453.828,1899933.703,41.88111828,-87.68628334,"(41.881118278833966, -87.686283338873)"
JEFFERY AND 95TH,2522,9500 S JEFFERY AVE,9/7/2014,3,1191132.421,1842335.736,41.72237591,-87.5754999,"(41.72237590704101, -87.57549990332795)"
CICERO AND HARRISON,2022,600 S CICERO AVENUE,7/30/2014,3,1144444.974,1896894.622,41.87309483,-87.74514387,"(41.873094832519136, -87.74514386884542)"
PULASKI AND LAWRENCE,1172,4800 N PULASKI ROAD,10/9/2014,2,1148821.702,1931605.975,41.9682626,-87.72817532,"(41.968262595100775, -87.7281753157596)"
FOSTER AND NAGLE,1031,5200 N NAGLE,10/4/2014,3,1132529.657,1934201.702,41.97568567,-87.78802041,"(41.97568566971868, -87.78802040620296)"
CENTRAL AND LAKE,1742,400 N CENTRAL AVENUE,9/21/2014,1,1138928.478,1902217.926,41.88780462,-87.7652685,"(41.88780462053497, -87.76526849810371)"
63RD AND STATE,2712,6300 S STATE ST,9/22/2014,4,1177303.802,1863220.217,41.78000828,-87.62552251,"(41.78000827740796, -87.6255225119157)"
OGDEN AND KOSTNER,2222,2348 S KOSTNER AVENUE,7/17/2014,6,1147394.548,1887795.178,41.84806885,-87.73454746,"(41.8480688449598, -87.73454745748458)"
KEDZIE AND 26TH,2381,2600 S KEDZIE AVENUE,7/7/2014,3,1155404.236,1886524.46,41.84442483,-87.70518545,"(41.84442483084393, -87.70518545233183)"
PETERSON AND WESTERN,1014,2400 W PETERSON,8/4/2014,4,1159214.211,1939825.302,41.99060901,-87.68973548,"(41.990609009807294, -87.68973548092968)"
IRVING PARK AND KEDZIE,1353,3200 W IRVING PARK ROAD,9/20/2014,5,1154325.14,1926458.463,41.95402905,-87.70807749,"(41.95402904691877, -87.70807749383191)"
ASHLAND AND DIVERSEY,1623,1600 W DIVERSEY PARKWA,9/21/2014,2,,,,,
AUSTIN AND ADDISON,1491,3600 N AUSTIN AVENUE,9/20/2014,1,1135691.6,1923335.967,41.94581322,-87.77665216,"(41.9458132146695, -87.77665216156436)"
79TH AND HALSTED,2541,7900 S HALSTED STREET,8/31/2014,4,1172298.707,1852444.345,41.75054956,-87.64418837,"(41.750549559438944, -87.64418836784098)"
MILWAUKEE AND MONTROSE,1362,4400 N MILWAUKEE AVEN,7/3/2014,4,1141643.943,1928770.256,41.96061723,-87.75463824,"(41.9606172296957, -87.75463824007085)"
71ST AND ASHLAND,2394,1600 W 71ST,9/7/2014,6,1166890.012,1857674.25,41.76501831,-87.66385923,"(41.76501830555763, -87.66385923012646)"
JEFFERY AND 95TH,2522,9500 S JEFFERY AVE,10/15/2014,6,1191132.421,1842335.736,41.72237591,-87.5754999,"(41.72237590704101, -87.57549990332795)"
HALSTED AND 95TH,2582,9500 S HALSTED STREET,9/4/2014,1,1172610.538,1841811.619,41.72136506,-87.64335804,"(41.72136506078306, -87.64335804234075)"
71ST AND ASHLAND,2391,7100 S ASHLAND,10/14/2014,4,1166868.38,1857616.168,41.76485938,-87.66394018,"(41.764859382425385, -87.66394017630476)"
ELSTON AND FOSTER,1063,4932 W FOSTER AVENUE,7/20/2014,1,1142393.864,1934160.514,41.97539461,-87.7517466,"(41.975394608045924, -87.75174659886025)"
WESTERN AND DEVON,1212,6400 N WESTERN AVENUE,8/28/2014,2,1159113.586,1942451.622,41.99781781,-87.69003304,"(41.997817807026, -87.69003303469276)"
CENTRAL AND DIVERSEY,1644,5600 W DIVERSEY AVENUE,9/16/2014,3,1138539.759,1918097.097,41.93138598,-87.76631053,"(41.93138597683265, -87.76631053155157)"
ASHLAND AND 47TH,2192,4700 S ASHLAND AVENUE,7/5/2014,7,1166423.624,1873520.235,41.8085116,-87.66511729,"(41.8085115972472, -87.66511729173287)"
PULASKI AND ARMITAGE,1843,4000 W ARMITAGE AVENUE,8/30/2014,4,1149375.429,1913028.984,41.91727507,-87.72662275,"(41.91727506940875, -87.72662274644799)"
CICERO AND I55,2251,4200 S CICERO AVENUE,8/29/2014,35,1145023.743,1876358.277,41.81672939,-87.74353671,"(41.81672938674739, -87.74353671247594)"
CICERO AND FULLERTON,1472,2400 N CICERO AVE,8/3/2014,3,1143961.592,1915545.343,41.92428359,-87.74645019,"(41.92428358982701, -87.74645019028947)"
DIVERSEY AND AUSTIN,1454,6000 W DIVERSEY AVENUE,9/26/2014,1,1135895.736,1918029.707,41.93124862,-87.77602861,"(41.931248623643455, -87.77602861172493)"
CENTRAL AND LAKE,1743,5600 W LAKE STREET,8/21/2014,5,1138951.496,1902230.51,41.88783874,-87.76518366,"(41.887838735330206, -87.76518366338465)"
CENTRAL AND FULLERTON,1442,2400 N CENTRAL AVENUE,8/30/2014,1,1138603.468,1915431.058,41.92406892,-87.76614121,"(41.92406892227644, -87.76614121413186)"
HALSTED AND MADISON,1872,1 N HALSTED STREET,9/13/2014,7,1171090.968,1900270.454,41.88181563,-87.64721472,"(41.88181563164203, -87.64721471704077)"
KOSTNER AND NORTH,2012,4400 W GRAND AVE,7/18/2014,7,1146773.519,1910425.664,41.91018141,-87.73624887,"(41.910181409597406, -87.73624887040725)"
CLARK AND IRVING PARK,1091,4000 N CLARK STREET,9/9/2014,1,1166736.15,1926699.324,41.95443244,-87.66244626,"(41.95443244141688, -87.66244625914061)"
ROOSEVELT AND HALSTED,2233,800 W ROOSEVELT ROAD,7/31/2014,11,1171199.282,1894968.056,41.8672631,-87.64697269,"(41.86726309836901, -87.64697268601648)"
CICERO AND CHICAGO,1781,800 N CICERO AVENUE,7/17/2014,3,1144169.162,1904893.189,41.89504904,-87.74595552,"(41.89504903796389, -87.74595551626888)"
CICERO AND DIVERSEY,1694,4800 W DIVERSEY AVENUE,9/18/2014,1,1143869.848,1918226.044,41.93164142,-87.74671991,"(41.93164142040689, -87.7467199106462)"
LAFAYETTE AND 87TH,2503,30 W 87TH STREET,10/5/2014,18,1177407.652,1847320.772,41.73637604,-87.62562131,"(41.736376036604916, -87.62562131092602)"
63RD AND STATE,2712,6300 S STATE ST,7/18/2014,4,1177303.802,1863220.217,41.78000828,-87.62552251,"(41.78000827740796, -87.6255225119157)"
63RD AND STATE,2714,1 E 63RD ST,8/30/2014,3,1177367.519,1863199.178,41.77994911,-87.62528955,"(41.779949104569106, -87.62528955333775)"
AUSTIN AND IRVING PARK,1161,4000 N AUSTIN AVENUE,7/16/2014,2,1135599.956,1926006.863,41.95314406,-87.77692528,"(41.95314405904539, -87.77692528423394)"
LARAMIE AND MADISON,2044,5200 W MADISON STREET,9/10/2014,9,1141706.966,1899567.557,41.88048075,-87.75513043,"(41.88048075170171, -87.75513043296509)"
AUSTIN AND IRVING PARK,1161,4000 N AUSTIN AVENUE,9/11/2014,4,1135599.956,1926006.863,41.95314406,-87.77692528,"(41.95314405904539, -87.77692528423394)"
WESTERN AND 79TH,2481,7900 S WESTERN AVE,9/4/2014,1,1161711.516,1852181.686,41.75005493,-87.6829922,"(41.750054933649984, -87.68299220290213)"
CENTRAL AND BELMONT,1602,3200 N CENTRAL AVENUE,8/10/2014,2,1138430.432,1920731.654,41.93861746,-87.7666483,"(41.938617463272884, -87.76664829683827)"
STATE AND 79TH,2651,7900 S STATE STREET,8/25/2014,3,1177618.167,1852621.87,41.75091814,-87.62469012,"(41.7509181383154, -87.62469012251644)"
CLARK AND FULLERTON,1632,2400 N CLARK ST,7/17/2014,1,1172749.562,1916238.997,41.92559762,-87.64065097,"(41.925597623023144, -87.64065097309872)"
CORTLAND AND ASHLAND,1721,1900 N ASHLAND AVE,7/15/2014,20,1165348.085,1912736.454,41.91614728,-87.66794735,"(41.91614728095272, -87.66794735350443)"
CENTRAL AND FULLERTON,1442,2400 N CENTRAL AVENUE,7/8/2014,1,1138603.468,1915431.058,41.92406892,-87.76614121,"(41.92406892227644, -87.76614121413186)"
ELSTON AND IRVING PARK,1502,4000 N ELSTON AVENUE,8/26/2014,1,1151273.975,1926311.849,41.95368727,-87.71929788,"(41.95368726563273, -87.71929788151473)"
HOLLYWOOD AND SHERIDAN,1344,1000 W HOLLYWOOD AVE,7/8/2014,21,1168580.229,1938090.295,41.9856498,-87.65533581,"(41.98564979859328, -87.65533580655139)"
WESTERN AND DEVON,1211,6400 N WESTERN AVENUE,7/16/2014,5,1159113.586,1942451.622,41.99781781,-87.69003304,"(41.997817807026, -87.69003303469276)"
WESTERN AND 63RD,2373,2400 W 63RD ST,9/30/2014,1,1161444.416,1862848.535,41.77933184,-87.68367576,"(41.77933184429814, -87.68367576084798)"
PULASKI AND LAWRENCE,1172,4800 N PULASKI ROAD,9/22/2014,2,1148821.702,1931605.975,41.9682626,-87.72817532,"(41.968262595100775, -87.7281753157596)"
WESTERN AND CERMAK,1002,2200 S WESTERN AVENUE,8/18/2014,12,1160669.426,1889318.197,41.85198384,-87.6857857,"(41.85198383957328, -87.68578570420526)"
83RD AND STONY ISLAND,2563,1600 E 83RD STREET,9/2/2014,5,1188383.194,1850307.013,41.74431588,-87.58531604,"(41.74431587464464, -87.58531604125469)"
STONEY ISLAND AND 79TH,2462,7900 S STONEY ISLAND,8/17/2014,1,1188181.571,1852908.935,41.7514606,-87.58597199,"(41.75146060316686, -87.5859719929647)"
FULLERTON AND NARRAGANSETT,1554,6400 W FULLERTON AVENU,8/19/2014,1,1133317.594,1915293.661,41.92378619,-87.78556721,"(41.92378618871128, -87.78556720562165)"
HALSTED AND 63RD,,6300 S HALSTED STREET,7/1/2014,1,1172011.176,1863049.42,41.7796575,-87.64493099,"(41.77965750036339, -87.64493099278877)"
83RD AND STONY ISLAND,2562,8300 S STONY ISLAND A,7/27/2014,21,1188212.052,1850245.675,41.74415164,-87.58594507,"(41.744151639041974, -87.58594506695293)"
KEDZIE AND 26TH,2381,2600 S KEDZIE AVENUE,9/20/2014,10,1155404.236,1886524.46,41.84442483,-87.70518545,"(41.84442483084393, -87.70518545233183)"
WESTERN AND ARMITAGE,1861,2000 N WESTERN AVENUE,9/2/2014,2,1160006.667,1913226.418,41.91760382,-87.68755788,"(41.91760381794161, -87.68755787755686)"
VAN BUREN AND WESTERN,2052,400 S WESTERN AVENUE,7/29/2014,41,1160431.682,1898091.942,41.87606478,-87.68641563,"(41.87606477642526, -87.68641563098768)"
CLARK AND FULLERTON,1631,2400 N CLARK ST,8/15/2014,1,1172749.562,1916238.997,41.92559762,-87.64065097,"(41.925597623023144, -87.64065097309872)"
FOSTER AND NAGLE,1034,6400 W FOSTER,9/30/2014,3,1132552.893,1934229.876,41.97576257,-87.7879343,"(41.97576257447203, -87.7879342955108)"
CENTRAL AND FULLERTON,1444,5600 W FULLERTON AVENU,9/13/2014,2,1138627.279,1915438.969,41.9240902,-87.76605353,"(41.92409019883488, -87.76605353016079)"
IRVING PARK AND KEDZIE,1354,3200 W IRVING PARK ROAD,7/26/2014,2,1154325.14,1926458.463,41.95402905,-87.70807749,"(41.95402904691877, -87.70807749383191)"
HALSTED AND MADISON,1872,1 N HALSTED STREET,8/18/2014,3,1171090.968,1900270.454,41.88181563,-87.64721472,"(41.88181563164203, -87.64721471704077)"
FOSTER AND BROADWAY,1111,5200 N BROADWAY ST,7/8/2014,5,1167334.509,1934714.008,41.97641214,-87.66001508,"(41.97641214294823, -87.66001508205365)"
79TH AND HALSTED,2543,800 W 79TH STREET,7/7/2014,4,1172320.106,1852517.981,41.75075116,-87.64410779,"(41.75075115747316, -87.64410779300933)"
ASHLAND AND 95TH,2472,9500 S ASHLAND AVENUE,7/17/2014,3,1167295.83,1841695.121,41.72116061,-87.66282814,"(41.72116061205213, -87.66282813939165)"
KIMBALL AND DIVERSEY,1583,3400 W DIVERSEY AVENUE,7/25/2014,3,1153211.149,1918454.478,41.93208775,-87.71238583,"(41.932087747378944, -87.71238582951281)"
CICERO AND HARRISON,2023,4800 W HARRISON STREET,7/31/2014,1,1144451.867,1896949.562,41.87324546,-87.74511718,"(41.873245464379586, -87.7451171788807)"
LARAMIE AND MADISON,2044,5200 W MADISON STREET,8/24/2014,10,1141706.966,1899567.557,41.88048075,-87.75513043,"(41.88048075170171, -87.75513043296509)"
CICERO AND I55,2252,4200 S CICERO AVENUE,9/7/2014,4,1145023.743,1876358.277,41.81672939,-87.74353671,"(41.81672938674739, -87.74353671247594)"
WESTERN AND CERMAK,1002,2200 S WESTERN AVENUE,9/27/2014,4,1160669.426,1889318.197,41.85198384,-87.6857857,"(41.85198383957328, -87.68578570420526)"
CENTRAL AND DIVERSEY,1642,2800 N CENTRAL AVENUE,9/6/2014,1,1138516.407,1918089.499,41.93136555,-87.76639653,"(41.93136555236339, -87.76639652879172)"
CICERO AND HARRISON,2023,4800 W HARRISON STREET,7/9/2014,5,1144451.867,1896949.562,41.87324546,-87.74511718,"(41.873245464379586, -87.7451171788807)"
CORTLAND AND ASHLAND,1721,1900 N ASHLAND AVE,7/11/2014,12,1165348.085,1912736.454,41.91614728,-87.66794735,"(41.91614728095272, -87.66794735350443)"
STATE AND 79TH,2651,7900 S STATE STREET,9/27/2014,5,1177618.167,1852621.87,41.75091814,-87.62469012,"(41.7509181383154, -87.62469012251644)"
BROADWAY/SHERIDAN AND DEVON,1122,6400 N SHERIDAN ROAD,9/23/2014,1,1167087.151,1942658.705,41.99821792,-87.66069526,"(41.99821792053241, -87.6606952555721)"
CICERO AND PETERSON,1204,4800 W PETERSON AVENUE,8/5/2014,1,1143273.767,1939491.945,41.99000801,-87.74837695,"(41.99000800729908, -87.74837695118997)"
PULASKI AND IRVING PARK,1572,4000 N PULASKI ROAD,9/25/2014,1,1148970.255,1926313.6,41.95373705,-87.72776661,"(41.95373705144353, -87.72776661179896)"
WESTERN AND CHICAGO,1941,800 N WESTERN AVE,8/14/2014,3,1160220.968,1905277.507,41.89578696,-87.68699059,"(41.89578695485361, -87.68699058611217)"
BELMONT AND KEDZIE,1373,3200 W BELMONT,9/1/2014,2,1154461.588,1921143.091,41.93944056,-87.70771852,"(41.93944056117365, -87.70771851630873)"
ASHLAND AND LAWRENCE,1142,4800 N ASHLAND AVENUE,8/4/2014,5,1164751.687,1932001.207,41.96902343,-87.66959043,"(41.969023429614026, -87.66959043354217)"
CHICAGO AND CLARK,1963,100 W CHICAGO AVENUE,9/1/2014,14,1175374.529,1905745.478,41.89674435,-87.63132125,"(41.896744346875806, -87.63132124815151)"
ELSTON AND LAWRENCE,1284,4440 W LAWRENCE AVENUE,9/3/2014,1,1145715.061,1931571.047,41.9682264,-87.73959925,"(41.96822639754791, -87.73959925065756)"
WESTERN AND PRATT,1301,6800 N WESTERN AVENUE,8/29/2014,5,1159043.161,1945096.219,42.00507612,-87.69021903,"(42.00507612272344, -87.69021903022175)"
WESTERN AND 79TH,2484,2400 W 79TH ST,8/11/2014,1,1161758.681,1852242.256,41.75022017,-87.68281769,"(41.75022016799851, -87.68281769253687)"
STONEY ISLAND AND 79TH,2462,7900 S STONEY ISLAND,8/16/2014,3,1188181.571,1852908.935,41.7514606,-87.58597199,"(41.75146060316686, -87.5859719929647)"
LAFAYETTE AND 87TH,2502,8700 S LAFAYETTE AVEN,10/10/2014,7,1177417.493,1847243.988,41.73616511,-87.62558757,"(41.73616511008592, -87.62558756899932)"
JEFFERY AND 95TH,2523,2000 E 95TH ST,7/25/2014,1,1191188.381,1842410.412,41.72257947,-87.57529252,"(41.722579473126416, -87.57529252250366)"
CICERO AND DIVERSEY,1694,4800 W DIVERSEY AVENUE,8/1/2014,1,1143869.848,1918226.044,41.93164142,-87.74671991,"(41.93164142040689, -87.7467199106462)"
HOLLYWOOD AND SHERIDAN,1343,1000 W HOLLYWOOD AVE,8/13/2014,6,1168580.229,1938090.295,41.9856498,-87.65533581,"(41.98564979859328, -87.65533580655139)"
PULASKI AND LAWRENCE,1172,4800 N PULASKI ROAD,9/3/2014,1,1148821.702,1931605.975,41.9682626,-87.72817532,"(41.968262595100775, -87.7281753157596)"
CENTRAL AND LAKE,1743,5600 W LAKE STREET,9/29/2014,3,1138951.496,1902230.51,41.88783874,-87.76518366,"(41.887838735330206, -87.76518366338465)"
LAFAYETTE AND 87TH,2503,30 W 87TH STREET,8/1/2014,9,1177407.652,1847320.772,41.73637604,-87.62562131,"(41.736376036604916, -87.62562131092602)"
55TH AND KEDZIE,2162,5500 S KEDZIE AVENUE,8/1/2014,2,1155945.855,1867941.621,41.79342024,-87.70369751,"(41.793420236755864, -87.70369750845424)"
ASHLAND AND MADISON,1914,1600 W MADISON,9/30/2014,3,1165723.015,1900136.515,41.88156417,-87.66692946,"(41.8815641670199, -87.66692946294842)"
PULASKI AND NORTH,1994,4000 W NORTH AVENUE,10/4/2014,5,1149456.269,1910376.774,41.90999558,-87.72639469,"(41.90999558160536, -87.72639469321471)"
ASHLAND AND 63RD,2681,6300 S ASHLAND AVE,7/17/2014,4,1166711.253,1862903.63,41.77937222,-87.66436535,"(41.77937222048469, -87.66436534741581)"
ELSTON AND LAWRENCE,1284,4440 W LAWRENCE AVENUE,9/8/2014,5,1145715.061,1931571.047,41.9682264,-87.73959925,"(41.96822639754791, -87.73959925065756)"
DIVERSEY AND WESTERN,1431,2800 N WESTERN AVENUE,9/23/2014,6,1159837.205,1918550.506,41.93221699,-87.68803328,"(41.93221698794738, -87.68803328089533)"
FULLERTON AND NARRAGANSETT,1554,6400 W FULLERTON AVENU,7/18/2014,7,1133317.594,1915293.661,41.92378619,-87.78556721,"(41.92378618871128, -87.78556720562165)"
4700 WESTERN,2142,4700 S WESTERN AVENUE,9/8/2014,4,1161120.439,1873431.066,41.80837841,-87.68457072,"(41.808378407946726, -87.68457071689552)"
DIVERSEY AND WESTERN,1431,2800 N WESTERN AVENUE,10/6/2014,3,1159837.205,1918550.506,41.93221699,-87.68803328,"(41.93221698794738, -87.68803328089533)"
HALSTED AND 95TH,2581,9500 S HALSTED STREET,8/18/2014,2,1172610.538,1841811.619,41.72136506,-87.64335804,"(41.72136506078306, -87.64335804234075)"
KEDZIE AND 71ST,2352,7100 S KEDZIE AVENUE,9/22/2014,1,1156225.54,1857330.103,41.76429504,-87.70295716,"(41.764295036756856, -87.70295716211793)"
